Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.1	Rtr3	2	dev[7]=net(2,7-10)	InNacks	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	OutNacks	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	DropNacks	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	InData	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	OutData	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	DropData	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	InInterests	20	0.545898
0.1	Rtr4	1	dev[8]=net(1,3-8)	OutInterests	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	DropInterests	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	InNacks	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	OutNacks	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	DropNacks	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	InData	0	0
0.1	Rtr4	1	dev[8]=net(1,3-8)	OutData	8	10.0303
0.1	Rtr4	1	dev[8]=net(1,3-8)	DropData	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	InInterests	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	OutInterests	20	0.545898
0.1	Rtr4	2	dev[8]=net(2,8-10)	DropInterests	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	InNacks	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	OutNacks	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	DropNacks	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	InData	8	10.0303
0.1	Rtr4	2	dev[8]=net(2,8-10)	OutData	0	0
0.1	Rtr4	2	dev[8]=net(2,8-10)	DropData	0	0
0.1	Rtr4	-1	all	SatisfiedInterests	8	0
0.1	Rtr4	-1	all	TimedOutInterests	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	InInterests	20	0.545898
0.1	Rtr6	0	dev[10]=net(0,4-10)	OutInterests	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	DropInterests	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	InNacks	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	OutNacks	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	DropNacks	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	InData	0	0
0.1	Rtr6	0	dev[10]=net(0,4-10)	OutData	20	25.0771
0.1	Rtr6	0	dev[10]=net(0,4-10)	DropData	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	InInterests	20	0.545898
0.1	Rtr6	1	dev[10]=net(1,5-10)	OutInterests	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	DropInterests	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	InNacks	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	OutNacks	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	DropNacks	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	InData	0	0
0.1	Rtr6	1	dev[10]=net(1,5-10)	OutData	18	22.5693
0.1	Rtr6	1	dev[10]=net(1,5-10)	DropData	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	InInterests	20	0.545898
0.1	Rtr6	2	dev[10]=net(2,6-10)	OutInterests	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	DropInterests	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	InNacks	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	OutNacks	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	DropNacks	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	InData	0	0
0.1	Rtr6	2	dev[10]=net(2,6-10)	OutData	19	23.8232
0.1	Rtr6	2	dev[10]=net(2,6-10)	DropData	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	InInterests	20	0.545898
0.1	Rtr6	3	dev[10]=net(3,7-10)	OutInterests	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	DropInterests	4	0.109375
0.1	Rtr6	3	dev[10]=net(3,7-10)	InNacks	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	OutNacks	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	DropNacks	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	InData	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	OutData	0	0
0.1	Rtr6	3	dev[10]=net(3,7-10)	DropData	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	InInterests	20	0.545898
0.1	Rtr6	4	dev[10]=net(4,8-10)	OutInterests	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	DropInterests	7	0.191406
0.1	Rtr6	4	dev[10]=net(4,8-10)	InNacks	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	OutNacks	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	DropNacks	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	InData	0	0
0.1	Rtr6	4	dev[10]=net(4,8-10)	OutData	8	10.0303
0.1	Rtr6	4	dev[10]=net(4,8-10)	DropData	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	InInterests	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	OutInterests	20	0.545898
0.1	Rtr6	6	dev[10]=net(6,10-11)	DropInterests	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	InNacks	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	OutNacks	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	DropNacks	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	InData	18	22.5693
0.1	Rtr6	6	dev[10]=net(6,10-11)	OutData	0	0
0.1	Rtr6	6	dev[10]=net(6,10-11)	DropData	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	InInterests	0	0
0.1	Rtr6	7	dev[10]=net(7,10-14)	OutInterests	29	0.791016
